#NAME	Description	002VWWX	004AWZY	004VWZY	006VHQK	027VYMX	031VPYH	036AXHM	036VXHM	040VYDY	047VLRL	083AYGC	083VYGC	086VHMX	110VZSZ	149VYYD	153VWG	155VCHJ	173VHJW	174ALBQ	180VHMQ	189VXZJ	195VXXY	199VOZQ	206AZFD	215ATKH	215VTKH	220VDXP	227AZMH	227VZMH	230VLSH	235VDBJ	243AHZH	243VHZH	287ADJQ	309VHJD	322VCHL	325ALRY	325VLRY	331ALDY	331VLDY	342VCSL	347APZL	347VPZL	348VYQM	350VLYY	351AZDY	351VZDY	353VGSZ	354VPYM	357VLTS	358AWXC	358VWXC	359VYSH	361ATLX	361VTLX	362VLBJ	363VLH	364VCZ	366VZMY	367VWSY	370VLZW	371VTYJ	372VJHK	373VHXR	376VYKZ	377VHWH	379ALJJ	379VLJJ	384VCZL	388ADHL	388VDHL	390VNFD	392VWLL	393VZLH	395VGSQ	C001CJB	C002HHP	C003XYQ	C006LYH	C007XXZ	C008QLX	C009HHR	C010WL	C013MJH	C014LWG	C017YYM	C018LJP	C020LBJ	C022SMR	C024XHR	C025PCY	C026CBR	C031CQS	C034LJ	319VLY	178VYDM	188VZJH	190VFYK	206VZFD	254VLXR	214VGWJ	021VLSF	287VDJQ	136VZXQ	250VSJJ	317VYL	338VHJY	139VLTW	038VLWS	063VWZB	211VLT	316VYJH	349VZNL	193VZXL	174VLBQ	314VLLY	253VXXJ	275VLSX
T0272	MicroRNAs in melanoma	0.08257833	0.097473122	-0.183667325	0.207378759	-0.267071334	-0.042691286	-0.278557336	-0.307032247	-0.211304852	-0.191414221	0.122272731	-0.095332406	-0.378815728	-0.152935182	0.160097393	-0.129682866	-0.19441554	-0.167627325	0.342816588	-0.28911646	-0.234032349	-0.348631166	0.231222428	0.272282225	0.015239934	-0.171497346	0.00545043	-0.133551996	0.179936961	-0.108485503	-0.353512024	0.08529058	-0.122194334	-0.284113436	-0.218199086	-0.187950483	-0.004271478	-0.257683261	0.468440464	-0.438348946	-0.155450086	0.031291733	0.095717122	0.166919787	-0.121685077	0.078825554	-0.149346326	-0.27477383	0.130300722	-0.190946828	-0.17196551	-0.146411671	0.058164896	-0.085472934	-0.015106597	-0.020856019	0.177763124	0.06558893	0.00682108	-0.27440917	-0.262142731	-0.184545275	0.013831589	-0.056539121	-0.260866685	0.156277017	0.010976914	-0.131521968	-0.127914206	-0.228674729	-0.169338247	0.020167621	0.026385477	-0.218456115	-0.195171725	-0.005745566	-0.231246542	0.049058027	0.052377533	-0.115115093	0.22324519	-0.256278178	-0.227665695	0.013025518	-0.239582425	-0.245266541	0.343245117	-0.118785338	0.102158176	0.108533588	0.154051065	-0.06221648	0.170005955	-0.157705471	0.137893416	-0.017787711	0.178522656	0.286401684	0.242092254	0.265503188	0.244615885	0.243116771	-0.075416481	-0.216253568	-0.29211593	0.004877148	-0.311731564	-0.022392814	0.185782381	0.094243831	-0.215078716	0.129511132	0.120016954	0.008011918	-0.184793898	-0.123193904	-0.067200764	-0.226314861
T0273	Stem cells_Cytotoxic effect of temozolomide on glioblastoma cells	0.118511711	0.497575602	-0.523433691	-0.022716918	-0.188648032	0.15466526	-0.494764232	-0.474909626	-0.506854811	0.225888486	0.493058459	0.466506734	-0.417235575	-0.594559132	-0.317157177	-0.129150029	-0.611011631	0.100483065	0.302962441	0.007758129	-0.142222532	-0.146491728	0.149017609	0.262287567	0.577597206	-0.619308539	0.348116067	0.560473519	-0.219662777	-0.464053062	-0.436431101	0.465692941	-0.411270829	-0.270326414	-0.559212836	-0.571943938	0.505672847	-0.508022155	-0.561304812	-0.111487118	0.144172527	0.556178245	-0.102628547	0.40301472	-0.245957391	0.548377412	-0.373752563	-0.458311326	0.560627609	0.530726298	-0.51981349	-0.487255438	-0.383204883	0.393277082	0.371135848	0.324092964	0.365910827	0.182746043	0.569599437	-0.072117693	-0.138783911	-0.215470616	0.471283744	0.294654139	0.399223477	-0.07012996	0.502967022	-0.571594368	0.110179911	-0.076597363	-0.429082165	-0.603508335	-0.556346201	0.129392552	-0.151453688	-0.547879551	-0.513613015	0.595467042	0.492739364	-0.330036876	0.141145904	0.370782678	0.14597248	0.342775927	-0.16181912	0.050670511	0.486416062	-0.098977498	0.5574469	0.613622114	0.491574936	0.24962704	0.483919547	0.429106711	0.189959674	0.297313903	0.081862255	-0.010728927	0.312029685	-0.377609503	-0.55492882	0.200771508	0.028553578	0.034538666	0.019820303	-0.503575071	-0.221937878	-0.187261941	-0.190421159	0.197818327	-0.415598744	-0.090200878	-0.322312717	-0.454553453	0.103230358	-0.00187508	-0.187752124	-0.07807742
T0274	Chemotaxis_CCL2-induced chemotaxis	0.113376285	0.480396568	-0.530982218	-0.388984425	-0.506339169	-0.211590843	-0.512882223	-0.330640106	-0.504351037	-0.330133267	0.36135805	-0.374063519	-0.434686955	-0.301686751	-0.134325751	-0.363476608	-0.436679528	-0.2966396	0.576940625	-0.435176255	0.286882281	-0.318002646	0.124152567	0.465148904	0.505917007	-0.480103143	0.499777112	0.448407832	-0.033698523	-0.498344698	-0.541998462	0.546835796	-0.43271419	-0.412974583	-0.500004409	-0.301487553	0.406876906	-0.144220812	-0.472439026	0.271002532	0.009038216	0.47887428	-0.281004138	0.080387295	-0.357137349	0.523834959	-0.469804511	-0.435651425	0.511888546	0.399668263	-0.443283978	-0.523411334	-0.426112189	0.528077056	0.452995037	0.46116082	0.489511607	0.258427788	0.084395865	-0.374758692	-0.077057267	-0.392127462	0.106603505	-0.094915701	-0.370668251	-0.444569382	0.489764235	-0.352117038	-0.322830038	-0.319103534	-0.384223383	-0.458782608	-0.01457399	-0.229601921	-0.008893558	-0.348544615	-0.211138727	0.268641857	0.270360278	-0.198530146	-0.015743278	-0.172734429	-0.177134602	0.290831338	-0.441137051	-0.271374566	0.288093347	0.072204174	0.338536405	0.265794901	0.125448277	0.163036149	0.276540062	-0.166372609	0.543823272	0.236233396	0.36138654	0.380876828	0.369011668	-0.0999706	-0.363043257	0.461809529	-0.276901075	-0.276144694	-0.448875807	-0.484174315	-0.369081029	-0.232946409	-0.014617178	0.416718603	-0.392752551	-0.09260626	-0.23292308	-0.488690747	-0.320536152	-0.408585312	-0.271254795	-0.282272058
T0275	Phenylalanine metabolism	-0.30846616	-0.060146559	-0.261946796	0.070822854	-0.19823053	-0.42155234	-0.089977973	-0.356633297	-0.223020381	-0.092481877	0.320478787	0.27532362	-0.169010101	-0.034415674	-0.338045594	-0.10147243	0.010535431	-0.160619683	-0.378315153	-0.060276893	-0.409564112	-0.557184852	-0.345056619	-0.336357586	-0.241703861	-0.079635941	-0.151954429	0.088492668	-0.332522713	0.164459804	0.025272823	-0.065705543	0.065210782	0.20609433	-0.087921629	0.063626458	0.005551507	-0.373591063	-0.335282598	-0.176650719	-0.227260537	-0.004427374	-0.379180895	-0.141100436	-0.020591083	0.043485912	0.459802254	0.041588773	-0.067548842	-0.253701668	-0.031892965	0.244717873	0.263597957	-0.213393522	-0.481748324	-0.218881896	-0.252281463	0.168299327	-0.395805086	-0.106575276	-0.345024407	0.039383755	-0.254577248	-0.126453755	0.285036075	-0.02519119	0.196021285	-0.376031208	-0.192693133	0.270923751	-0.444331498	-0.155082447	-0.184586828	-0.216602026	-0.464870328	-0.09333697	-0.014067817	0.264557031	0.43172647	-0.35718143	-0.278493086	0.508734715	0.381784003	0.373407815	0.374863516	0.048118908	0.275279054	-0.081455102	0.397807113	0.387318128	0.266067411	0.387701323	0.144516259	0.273753402	-0.231123485	-0.334485051	-0.284798737	-0.076408802	-0.182759869	-0.242293884	-0.159575803	-0.080371838	0.246868986	0.360737681	0.217920468	-0.108649729	0.138459284	0.009820092	-0.258298229	-0.381947721	-0.031890621	-0.306051681	-0.219594883	-0.03979902	-0.206538304	-0.124438664	0.082238988	0.074400021
T0276	Methionine-cysteine-glutamate metabolism	-0.3788975	0.314612581	-0.407547788	0.028557884	-0.300783732	-0.508855215	-0.243381604	-0.373158514	-0.448922171	-0.329365565	0.435216219	0.365871793	-0.499736377	-0.161437106	-0.288770678	-0.143001457	-0.3387709	-0.121066367	0.367162534	-0.294125674	-0.591388361	-0.583970664	-0.612942376	-0.095416652	0.204972752	-0.283789939	0.330521522	0.290159936	-0.379187422	-0.235151116	-0.298123937	0.366324553	-0.265772486	-0.186175925	-0.485937969	-0.274536243	-0.056985293	-0.359058289	0.342295208	-0.026395434	-0.120595042	0.335888538	-0.557889616	-0.511459274	-0.319733979	0.327110048	0.078426211	-0.3484875	0.472006964	0.044379219	-0.41806032	-0.221134161	0.109462974	0.284918348	-0.243832996	0.062525541	0.307134255	0.178347738	-0.547579069	-0.387334326	-0.536088121	-0.424443629	-0.347253436	-0.127581416	0.005974122	-0.336482174	0.09499751	-0.521326118	-0.059514363	0.201988931	-0.521810035	-0.245137566	-0.303422412	-0.218786275	-0.316716108	-0.395656961	-0.131061624	0.29842685	0.44158649	-0.022518632	0.008011302	0.458044191	0.433569341	0.408737963	-0.156743706	0.422418007	0.389328196	0.157429985	0.486240249	0.469054326	0.435357651	0.513314489	0.475362912	0.423436633	-0.079592742	-0.078309403	0.008689488	-0.09105766	-0.20789777	-0.20944159	0.429736616	0.246521118	0.363633746	0.249150602	0.270021206	-0.011905892	0.026145291	0.023597462	-0.20125498	0.305753551	-0.104253571	-0.129499468	-0.067069005	-0.131037898	-0.076579709	-0.086887654	0.110723128	0.133997967
T0277	Development_Ligand-dependent activation of the ESR1/AP-1 pathway	-0.171722559	0.377084669	-0.496568478	-0.356347055	-0.546952765	-0.287436287	-0.475936039	-0.238087507	-0.56696427	-0.36020363	0.22434013	-0.356344504	-0.420551615	-0.199308454	-0.171200965	-0.407693293	-0.425632967	-0.36514645	0.317774662	-0.348680446	0.22884242	-0.352847588	-0.065485722	0.502735181	0.419847673	-0.528416151	0.414870495	0.404732852	-0.23896039	-0.5010775	-0.566521706	0.380670953	-0.437628328	-0.221763784	-0.551864642	-0.220630165	0.361344392	-0.333737167	-0.052748199	0.008726126	-0.281316946	0.402506041	-0.288981881	-0.134532099	-0.348103662	0.307176459	-0.41846628	-0.308631073	0.479966627	0.160473131	-0.458906151	-0.383337898	-0.252060372	0.49982904	0.361492314	0.337999732	0.517963705	0.328483541	0.022715315	-0.382756104	-0.012362243	-0.380885132	-0.035825501	0.105440152	-0.467451973	-0.372674	0.30990658	-0.479080037	-0.493040099	0.009235811	-0.457855126	-0.421486684	-0.033841284	-0.230034816	0.157523969	-0.08958048	-0.27556856	0.163308763	0.343728733	-0.238412805	0.029740339	-0.212454001	-0.007638479	0.34255175	-0.203630724	-0.170819613	0.282034978	0.010826896	0.297928831	0.281844536	0.134937558	0.130110282	0.327708895	-0.272833439	0.457638133	0.454403393	0.296320586	0.405302189	0.572021513	0.350701154	0.012011572	0.612349396	0.107509152	0.142553146	-0.018655185	-0.381832112	-0.320071787	-0.071514846	0.399309242	0.515076572	-0.056257344	0.288522415	-0.105269316	-0.348272032	0.121099346	-0.066640623	-0.029744131	0.028990085
T0278	Development_ERBB-family signaling	-0.312086831	0.372028045	-0.370811121	-0.343608067	-0.337968546	-0.262012623	-0.5469867	-0.30712325	-0.477076555	-0.397205948	0.349908375	-0.059300203	-0.401033806	-0.204181867	0.237126342	-0.325498751	-0.281902178	-0.474853012	0.485846167	-0.396989082	-0.044149694	-0.366192356	-0.01154413	0.269763375	0.369100423	-0.456054797	0.288410207	0.319382551	0.14870435	-0.440649058	-0.45234012	0.370265418	-0.381844087	-0.381229871	-0.448486896	-0.226463394	0.363045429	-0.254567079	-0.348656637	0.170419208	-0.004679936	0.322856975	-0.066635333	-0.113840578	-0.327373396	0.416652026	-0.171636066	-0.206552649	0.322710193	0.349875424	-0.482244152	-0.399027333	-0.359300237	0.36072436	0.31457186	0.298718116	0.367437858	0.151035512	0.158225656	-0.340477765	-0.009941449	-0.415443861	0.10865296	0.149585161	-0.477609255	-0.44115027	0.464084667	-0.359423696	-0.478586931	-0.155038986	-0.349770257	-0.451409742	-0.196497603	-0.053096197	-0.014397496	-0.343560302	-0.270565638	0.227639116	0.158339447	-0.080350175	0.174081748	-0.213999771	-0.182114403	0.18067474	-0.430656344	-0.249873777	0.190945388	0.170841003	0.113467981	0.019793163	0.10113483	0.064943583	0.27620991	-0.191860665	0.566075858	0.279908755	0.336471471	0.35944945	0.419935776	0.190315083	-0.235229626	0.428545136	-0.248401921	-0.190125494	-0.341427973	-0.445880384	-0.316612824	0.089480646	0.303381626	0.422970455	-0.371792873	0.093648101	-0.247014305	-0.478811599	-0.361971347	-0.445472011	-0.090923072	-0.253790369
T0279	ATP/ITP metabolism	-0.256575011	0.291149556	-0.164774923	-0.141710238	-0.278007492	-0.337826502	-0.19076509	-0.19848897	-0.17199798	-0.392329466	0.351337479	-0.09708344	-0.283429651	-0.185117389	-0.217053805	-0.053428461	-0.270087892	-0.263234869	-0.102673145	-0.010491391	-0.243757056	-0.286294175	-0.291483608	0.175906792	0.196347248	-0.252632717	0.152470985	0.28110628	-0.399604216	-0.219139917	-0.193380377	0.244247253	-0.302911183	-0.054765039	-0.195374773	-0.28320624	0.298095591	-0.144612952	0.03007133	-0.243233264	-0.138230397	0.376963383	-0.205982748	-0.32374441	-0.349626315	0.301531455	-0.104037338	-0.139874309	0.21865815	-0.184562853	-0.271923708	-0.296316166	-0.011113846	0.177117922	-0.237068947	0.262877597	0.155073215	0.155296022	0.026397833	-0.362641796	-0.357553881	-0.263380482	-0.210381691	-0.271266698	-0.149698044	-0.29106174	0.297743497	-0.264622548	-0.256719505	0.102171092	-0.286810549	-0.353585327	-0.329443602	-0.243922439	-0.190169604	-0.316256771	-0.115643203	0.312412953	0.350448732	-0.255088375	0.13332337	0.347900355	0.210218463	0.42094491	0.010642421	0.267783965	0.396211958	0.101289295	0.435405969	0.459739242	0.319993015	0.335743598	0.31907555	0.310478854	-0.240982674	-0.200461701	-0.258628932	-0.162720229	-0.154487299	-0.162884814	0.064176086	0.023130807	0.099896065	0.060164915	0.066721232	-0.083310562	-0.088136528	0.003544676	-0.016432091	-0.02862489	0.095969875	-0.238743965	-0.207047818	-0.137273448	-0.020966097	0.040073388	0.036066025	0.074138283
T0280	Immune response_IL-5 signaling via JAK/STAT	-0.014455602	0.683946252	-0.55446458	-0.379133183	-0.463045837	0.168179966	-0.447396549	-0.50251237	-0.364770144	-0.336157429	0.601410709	0.106399735	-0.602497309	-0.589500316	0.222821894	-0.343956472	-0.588035602	-0.405547357	0.649081128	-0.336463367	0.208690096	-0.006820969	0.266721945	0.621546769	0.61247699	-0.616442572	0.658678125	0.650382732	0.264476655	-0.588940199	-0.545713314	0.665134022	-0.589308223	-0.532074659	-0.614070339	-0.543116988	0.658664886	0.323872643	-0.420042777	0.51137271	0.495924888	0.591893916	-0.00040641	0.300047628	-0.378926976	0.668371674	-0.576393269	-0.556436711	0.605842208	0.602954186	-0.358786013	-0.556073757	-0.631096099	0.619419029	0.52042974	0.654938307	0.665939638	0.516493495	0.410952881	-0.420476703	-0.112216186	-0.326887841	0.421092555	0.409621607	-0.226812174	-0.363873116	0.568823555	-0.329508028	-0.439948079	-0.584013401	-0.324464712	-0.627738994	0.326166137	-0.100829037	0.292966971	-0.343829345	-0.067648648	0.325255187	0.223045122	0.281265234	0.502031359	-0.39420684	-0.097832687	0.319986075	-0.457141159	-0.272561414	0.428234755	0.44499433	0.127054277	-0.011931202	0.053969557	0.022114807	0.228143826	-0.273635443	0.495268376	0.231074601	0.1357649	0.245908092	0.086266727	-0.137540869	-0.588648827	0.241558233	-0.579722516	-0.577531894	-0.594130241	-0.606484885	-0.520767936	0.187988476	0.318917069	0.534809561	-0.575362023	0.055752963	-0.029285149	-0.615171591	-0.275206692	-0.507057034	-0.549951961	-0.574536606
T0281	POMC, alpha-MSH and AGRP in regulation of food intake and energy expenditure in obesity in hypothalamus	0.219666239	0.123178828	-0.270002242	-0.331614468	-0.269415247	-0.06059508	-0.289900046	-0.263932406	-0.260939709	-0.215482599	-0.004943834	-0.056063763	-0.347078261	-0.183990674	-0.152020758	-0.137376955	-0.272422382	-0.030627093	0.219629496	-0.155277833	0.188635368	-0.046722362	0.064091668	0.154818941	0.211868535	-0.375366545	0.1546006	0.215387276	-0.162074818	-0.142703011	-0.346933411	0.165547165	-0.324125385	-0.074375726	-0.324501262	-0.160721854	0.104529476	-0.20627538	0.069559103	-0.054757366	0.039444655	0.21854505	-0.168351961	0.061321661	-0.077636174	0.159554183	-0.01523156	-0.194526859	0.32122605	0.045193527	-0.286949117	-0.327772463	0.011802989	0.16232235	0.208887768	0.133288075	0.17494813	-0.250082298	0.12890611	-0.254884894	-0.185312208	-0.091934081	0.290856933	0.000214234	-0.086481098	-0.285900786	0.325800362	-0.243851648	-0.063703276	-0.075828564	-0.347012873	-0.19934075	-0.087879967	-0.162367919	-0.073992041	-0.184188986	-0.027791038	0.14507633	0.187391731	0.003920928	-0.05952731	0.193482349	-0.01924588	0.09924908	-0.351836533	-0.227023365	0.139490134	0.099069123	0.248739018	0.168216291	-0.037778379	0.093388766	0.25330619	0.200364463	0.333885117	0.175851292	0.220609225	0.228976577	0.287221432	-0.0038103	0.072775616	0.265293893	0.033344333	-0.06905278	-0.271725793	-0.115633147	-0.330563095	-0.145906367	0.044631947	0.362837654	-0.189424154	-0.119656701	0.015579214	-0.228342473	-0.269737021	-0.161788542	0.066440413	0.026717533
T0282	Development_Role of proteases in hematopoietic stem cell mobilization	0.548572673	0.231373385	-0.253854768	0.281188203	-0.320114672	0.308071465	-0.271846423	-0.062385992	-0.11915999	-0.155082564	0.297974728	-0.182929107	-0.402337919	-0.306032117	0.218395233	-0.03719513	-0.470156438	-0.189971537	0.259554958	-0.344994624	-0.060813502	-0.225749109	0.132905135	0.301759655	0.180273491	-0.335500678	0.321240555	0.109582391	0.144129318	-0.453668215	-0.281736222	0.134276166	-0.046367997	-0.358098377	-0.071257288	-0.152598503	0.327119549	-0.22978715	-0.111837009	-0.09961287	-0.406113304	0.231540078	-0.040732403	0.344635318	-0.003871172	0.450226636	-0.400001373	-0.46549483	0.134000704	0.375359304	-0.452808877	0.057614591	-0.159284337	0.119399013	-0.057920369	0.240349139	0.215342393	0.070288732	0.518917129	-0.057387769	0.024482109	-0.005036694	0.310932252	0.198384758	-0.104883283	0.147550364	0.327673208	-0.01943606	-0.382687395	-0.419453413	-0.15976562	-0.288801253	0.264778298	-0.127993731	0.014187206	-0.005808311	-0.46503555	-0.209484141	-0.205988554	-0.348473353	0.179589295	-0.369039183	-0.279418794	-0.151536797	-0.166492636	-0.119580853	0.327451894	-0.185163404	-0.140616968	0.030861178	-0.120411553	-0.131269786	-0.011358213	-0.437872166	0.490792182	0.047931895	0.15680599	0.11671117	0.294687891	-0.003469292	-0.412717268	-0.117772818	-0.420418863	-0.464970129	-0.255048744	-0.263901659	-0.23443376	0.402656021	0.3348789	0.372230959	-0.526610854	0.054970122	0.145268196	-0.224293611	-0.124341827	-0.372954736	-0.526732383	-0.451317397
T0283	PXR signaling via cross-talk / Rodent version	0.185861596	-0.233223195	0.129278464	0.335927383	-0.011641156	0.249201929	-0.113327057	0.111515961	-0.047542164	0.032058975	-0.268858311	0.055745102	0.162266761	0.292329713	0.199774135	0.044732141	0.08487231	-0.125231316	-0.117940189	-0.203106116	-0.322479489	0.293400401	0.139624998	-0.080403758	-0.230577939	0.158094537	-0.160116078	-0.162679782	0.235822228	-0.018398606	-0.178708896	-0.006115676	0.1828177	0.06538752	0.113120622	0.214441669	-0.266763845	-0.095638328	0.12082674	-0.290208063	-0.241982224	-0.12113497	0.468847885	0.155317358	0.294133149	-0.204321544	-0.090414285	0.028932596	-0.208759293	-0.124850469	0.084450943	0.132438596	0.146908824	-0.204348928	0.220566303	-0.249041788	-0.285229032	-0.272399093	0.26901679	0.149074159	0.044977313	0.100212025	-0.035810088	-0.171752039	-0.137102477	0.301903878	-0.034977814	0.05754627	0.044417793	0.064902198	-0.141020253	-0.037825395	0.05284308	-0.192934341	0.143204894	-0.002841615	0.197504752	-0.167882455	-0.011691398	-0.196230936	-0.261492541	-0.215467574	-0.026338886	-0.315183371	0.027011828	0.072148228	-0.126555172	-0.505420841	-0.075201706	-0.272810174	-0.126432893	-0.235613473	-0.231584054	-0.240287992	0.296843438	0.312988888	0.155052224	0.150171598	0.313694281	-0.017673497	-0.106087008	0.235521698	0.176772929	0.260694136	0.312371518	-0.040850119	0.308736489	0.185737398	0.230137295	0.280825558	-0.002423606	0.155732282	0.26153395	0.105948353	0.246253124	0.149162826	0.113703196	0.09164031
T0284	Basophil migration in asthma	0.320137657	0.367524918	-0.164569039	0.073069875	-0.320591357	0.200044008	0.023451029	-0.257487192	-0.033555654	0.125731548	0.306581327	-0.061612951	-0.330383203	-0.270271738	0.20252582	0.083868824	-0.437193246	0.010518731	0.295985323	-0.026863034	0.311755917	0.230043851	0.288705485	0.172372652	0.44831134	-0.334059297	0.457489439	0.377281585	0.197008226	-0.386975095	-0.328598967	0.391233894	-0.346620356	-0.32241961	-0.177057506	-0.299549763	0.378950021	0.279078245	-0.498986946	0.366952884	0.220347596	0.311649477	0.060064783	0.437073014	-0.016024228	0.360323773	-0.350179077	-0.381994229	0.470722283	0.459764628	-0.128335308	-0.136594583	-0.328812654	0.364051487	0.381489883	0.412827616	0.362141336	0.268552986	0.235650614	0.045668237	0.123507056	0.060949342	0.298625983	0.249528621	0.056272101	-0.17393661	0.336712043	-0.11889302	0.017728251	-0.388484519	0.036350111	-0.335534526	0.399488195	0.115555421	0.135181909	-0.188080897	0.179974138	-0.197691145	-0.204302549	0.14235422	0.209919067	-0.223860242	-0.207614415	0.130767403	-0.329958488	-0.245545032	0.186158601	0.257991114	-0.078097122	-0.163996924	-0.186702389	0.076868763	-0.07026799	-0.23552199	0.420240933	0.233129373	0.375625577	0.112791755	0.157144714	-0.086735143	-0.465832004	0.071324553	-0.388924888	-0.354868189	-0.391488239	-0.443457934	-0.12339231	-0.011597291	-0.070135493	0.282724521	-0.393929041	0.04168517	-0.032891618	-0.287350078	0.017757642	-0.146144666	-0.342321253	-0.222091479
T0285	Role of CNTF and LIF in regulation of oligodendrocyte development in multiple sclerosis	-0.057517509	0.610495172	-0.536943924	-0.337686794	-0.476198722	-0.176669332	-0.560415708	-0.451474912	-0.426860282	-0.481158835	0.626156444	0.145502076	-0.602864646	-0.327072024	-0.051258465	-0.358318587	-0.527356764	-0.608367256	0.637153848	-0.225950644	0.046711637	-0.45454392	0.027499876	0.468716069	0.55880694	-0.608587717	0.612914302	0.580198239	-0.114934314	-0.636762016	-0.553216624	0.654555246	-0.621190784	-0.663243636	-0.556279105	-0.415150715	0.615305665	-0.094633007	-0.2941625	0.377535808	0.297246059	0.604138464	-0.168637763	-0.248355481	-0.430279635	0.646374019	-0.62233868	-0.496416363	0.640088633	0.601292363	-0.427936615	-0.57564412	-0.620664114	0.59024096	0.438416153	0.565972922	0.603410164	0.490735029	0.196336206	-0.506960357	-0.313736725	-0.488376934	0.239614238	0.372581976	-0.363917369	-0.595227685	0.679209275	-0.435472679	-0.587722317	-0.561804048	-0.338187014	-0.565862468	0.04868056	-0.008848261	-0.026481873	-0.616535052	-0.285865112	0.441086358	0.490810367	0.101651775	0.4801948	0.190174269	0.31100993	0.422410432	-0.455944299	0.147207118	0.461062031	0.380164776	0.537598128	0.470531056	0.443411347	0.414174363	0.42832084	0.171708706	0.519953057	-0.074896406	0.119782069	0.217420294	0.025599935	-0.372752015	-0.477796675	0.301818725	-0.586583145	-0.594413388	-0.571306811	-0.622727667	-0.607951687	-0.026472845	-0.037809779	0.221113771	-0.610030914	-0.150462513	-0.45573576	-0.639467397	-0.520523455	-0.620709489	-0.638117073	-0.615224593
T0286	Glycolysis and gluconeogenesis p. 1	0.010091823	0.110298728	-0.347493549	0.254038961	-0.378874045	-0.105777981	-0.440332984	-0.493178527	-0.141580032	-0.290569147	0.138931201	-0.072384754	-0.478294301	-0.489760059	-0.38434388	0.250657571	-0.356085155	-0.08186949	-0.124306202	-0.256410464	-0.505923505	-0.402197512	0.058813355	-0.014684433	-0.068296659	-0.290200969	0.06037061	0.059915281	-0.460307235	0.089034503	-0.403265518	0.029643775	-0.19381124	0.181964096	-0.362447898	-0.419725327	0.116824937	-0.151979048	-0.265737334	0.108066711	-0.114983514	0.191163193	-0.353071583	-0.163024227	-0.359056602	0.02215265	0.113707109	-0.401733285	0.215287189	-0.18851093	-0.295754162	-0.141510098	0.108059445	-0.024437985	-0.115870381	0.013365973	-0.106824579	0.279647783	-0.402398084	-0.556171966	-0.363584532	-0.209598142	-0.296841373	0.003632918	0.177399546	-0.472452295	0.126547328	-0.399111534	-0.119808148	0.154071949	-0.568266146	-0.288193544	-0.212928838	-0.062563821	-0.332095508	-0.023680739	-0.256973193	0.507763834	0.436652475	-0.542755999	0.139300047	0.381742514	0.404980156	0.286694881	0.027272483	0.529640866	0.418755841	0.14420577	0.47824594	0.441030612	0.440371146	0.438005025	0.43649449	0.423196559	-0.134060017	0.11733683	-0.191188743	-0.164597913	-0.324194388	0.359983062	0.168277273	0.008858894	0.177861743	-0.029189994	-0.003336237	0.093927264	-0.187678954	0.418552011	0.010656697	0.166896408	-0.155089543	-0.394698142	-0.26144706	0.12101171	-0.130658575	-0.194139584	-0.013926103	-0.007478008
T0287	Inflammatory mechanisms of pancreatic cancerogenesis	0.190833918	0.586320851	-0.501631076	-0.126208298	-0.433605766	0.321589213	-0.496491205	-0.47286932	-0.307821918	-0.306542232	0.560068329	0.256575466	-0.629916514	-0.577746248	0.391440104	-0.281227927	-0.623132713	-0.422198178	0.675662053	-0.390883404	0.362473659	-0.213053894	0.319645825	0.534813557	0.59261151	-0.555185861	0.560736505	0.575398738	0.401756535	-0.659392504	-0.57470967	0.637507511	-0.574417058	-0.63102299	-0.55507667	-0.600542929	0.62587224	0.172716173	-0.589887377	0.509988198	0.446655689	0.583522175	0.143585411	0.196852933	-0.189520414	0.610717057	-0.556039433	-0.665150349	0.597270601	0.613083409	-0.434722308	-0.550337386	-0.624666679	0.637699667	0.623481277	0.662949364	0.475518974	0.491502108	0.550619279	-0.321953008	0.244574663	-0.39646629	0.548368225	0.467134755	-0.073965247	-0.27829425	0.623915409	-0.132636429	-0.402492188	-0.661647581	-0.058294254	-0.541620893	0.347467033	0.064547657	0.447991445	-0.581633025	-0.214096517	0.14890534	0.07022951	0.146224113	0.480989143	-0.377220228	-0.194425771	0.348735396	-0.513998641	-0.326386089	0.369172907	0.42401023	0.058041253	0.078692349	0.052360782	0.088981335	0.207717974	-0.22586037	0.594804905	0.352437412	0.492949754	0.481271631	0.27093273	0.170858604	-0.662747554	0.32256596	-0.67209197	-0.686658511	-0.642247628	-0.648125632	-0.578527668	0.115951831	0.313987636	0.576986486	-0.64680825	0.176177177	0.167824143	-0.622889417	-0.231548605	-0.463218734	-0.648275934	-0.6328003
